"sp_id","sp_type","sp_name","sp_key","rgn_type","rgn_id","rgn_name","rgn_key","cntry_id12","rgn_id12","rgn_name12","Shape_Leng","Shape_Area","area_km2","catch_dem_nd_hb_gcs"
183,"eez","Iraq","IRQ","eez",192,"Iraq","IRQ","IRQ",143,"Iraq",2.54115611656,0.0554423975854,593.836219074,0.233996399044991
184,"eez","Guinea Bissau","GNB","eez",193,"Guinea Bissau","GNB","GNB",144,"Guinea-Bissau",39.6811143835,8.7439503098,105838.326758,5.36782917991048
185,"eez","Guinea","GIN","eez",194,"Guinea","GIN","GIN",145,"Guinea",24.9392063768,9.00206321073,109433.955935,13.7680735908326
186,"eez","Ivory Coast","CIV","eez",195,"Ivory Coast","CIV","CIV",146,"Ivory Coast",17.9811386192,14.1350376907,173683.570528,2.70001312343928
187,"eez","Nigeria","NGA","eez",196,"Nigeria","NGA","NGA",147,"Nigeria",40.1133930168,14.7966731281,181654.998704,32.1413269636175
188,"eez","Cameroon","CMR","eez",197,"Cameroon","CMR","CMR",148,"Cameroon",20.2510065772,1.18883416358,14606.5398156,6.57042564988136
189,"eez","Gabon","GAB","eez",198,"Gabon","GAB","GAB",149,"Gabon",31.654292904,15.6271191335,192005.81085,3.81836479961756
190,"eez","Democratic Republic of the Congo","COD","eez",199,"Democratic Republic of the Congo","COD","COD",150,"Democratic Republic of the Congo",9.01975438695,1.0770837088,13177.0530055,0.187457203860904
191,"eez","Angola","AGO","eez",200,"Angola","AGO","AGO",151,"Angola",44.2221708835,40.7580990923,490735.841208,22.7494963149539
192,"eez","Tanzania","TZA","eez",202,"Tanzania","TZA","TZA",152,"Tanzania",44.0669523768,19.7844337187,241569.06623,6.47935520572501
193,"eez","India","IND","eez",203,"India","IND","IND",153,"India",183.650413739,136.999469552,1628228.57753,167.563940664403
194,"eez","Bangladesh","BGD","eez",204,"Bangladesh","BGD","BGD",154,"Bangladesh",39.4827366198,7.30938022506,84217.8684067,66.3341088637023
195,"eez","Myanmar","MMR","eez",205,"Myanmar","MMR","MMR",155,"Myanmar",159.083142685,43.0088358873,511018.263288,70.3604743969219
196,"eez","Malaysia","MYS","eez",206,"Malaysia","MYS","MYS",156,"Malaysia",134.532956826,36.593677549,448748.72648,93.3520835724706
197,"eez","Vietnam","VNM","eez",207,"Vietnam","VNM","VNM",157,"Vietnam",142.126937496,53.3543826044,643337.056162,112.886326051229
198,"eez","Singapore","SGP","eez",208,"Singapore","SGP","SGP",158,"Singapore",3.84026717251,0.0615622476981,757.590408993,0.230788205265999
199,"eez","China","CHN","eez",209,"China","CHN","CHN",159,"China",350.893888944,81.3371305841,875238.69584,1295.79984288452
200,"eez","Japan","JPN","eez",210,"Japan","JPN","JPN",160,"Japan",439.857115819,377.313217995,4026628.93982,144.93325946878
201,"eez","Kiribati","KIR","eez",212,"Kiribati","KIR","KIR",161,"Kiribati",54.1154369512,85.2473456248,1048395.61599,2.91921531354907
202,"eez","Egypt","EGY","eez",214,"Egypt","EGY","EGY",163,"Egypt",80.997807902,22.2172365029,235847.123631,14.8376463613447
203,"eez","Jordan","JOR","eez",215,"Jordan","JOR","JOR",164,"Jordan",0.505411385554,0.00867904087136,93.3393636758,0.00578060005791485
204,"eez","Indonesia","IDN","eez",216,"Indonesia","IDN","IDN",165,"Indonesia",1004.64893065,482.358497048,5908991.84422,301.285149223472
205,"eez","Canada","CAN","eez",218,"Canada","CAN","CAN",166,"Canada",4618.13852138,1290.716797,5717751.40221,121.805976397101
206,"eez","Saint Pierre and Miquelon","SPM","eez",219,"Saint Pierre and Miquelon","SPM","SPM",167,"Saint Pierre and Miquelon",11.1624533643,1.43000010614,12342.3927527,1.29742129971564
207,"eez","Sint-Maarten","SXM","eez",220,"Sint Maarten","SXM","Southern Saint-Martin",94,"Netherlands Caribbean Territories",1.09136783472,0.0421987160333,494.796997229,0.00692100014537573
208,"eez","Northern Saint-Martin","MAF","eez",221,"Northern Saint-Martin","MAF","MAF",106,"French Caribbean Territories",4.95784914344,0.456930472717,5357.35853692,0.193860602118075
209,"eez","Sweden","SWE","eez",222,"Sweden","SWE","SWE",168,"Sweden",394.513954828,24.7057841518,155604.62932,46.9491685633501
210,"eez","Norway","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",924.273859689,201.809423772,930623.848066,473.602800729922
211,"eez","Svalbard","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",343.58726371,326.914358286,796418.36896,91.516497748597
212,"eez","Chile","CHL","eez",224,"Chile","CHL","CHL",170,"Chile",1037.88186094,311.25383784,2928837.74396,44.7238276710659
213,"eez","Easter Island","CHL","eez",224,"Chile","CHL","Easter Island",170,"Chile",31.5349905738,65.4315149723,720411.127297,0.662261902084574
214,"eez","Jersey","JEY","eez",227,"Jersey","JEY","JEY",131,"United Kingdom",4.14146261645,0.365002573798,2964.90320749,0.405231709331274
215,"eez","Guernsey","GGY","eez",228,"Guernsey","GGY","GGY",131,"United Kingdom",6.05050437852,1.08089623823,8681.96462444,2.65620781481266
216,"eez","East Timor","TLS","eez",231,"East Timor","TLS","TLS",171,"East Timor",15.6886715233,3.28647083317,39953.1787092,0.96421820747375
218,"eez","Oecussi Ambeno","TLS","eez",237,"Oecussi Ambeno","TLS","Oecussi Ambeno",171,"East Timor",1.8811845927,0.185945785588,2261.03199777,0.241437903940678
219,"eez","Curacao","CW","eez",244,"Curacao","CW","ANT",94,"Netherlands Caribbean Territories",10.3788528927,2.53849754428,30410.6425603,0.115383599497145
220,"eez","Bonaire","BQ","eez",245,"Bonaire","BQ","ANT",94,"Netherlands Caribbean Territories",7.13893334971,1.10054376098,13221.2037431,0.0659517976897769
221,"eez","Brunei","BRN","eez",247,"Brunei","BRN","MYS",156,"Malaysia",8.41651045435,2.07916966417,25475.7604301,1.16121049261186
222,"eez","Saba","BES","eez",248,"Saba","BES","ANT",94,"Netherlands Caribbean Territories",3.88631810186,0.80160762281,9427.59700699,0.0685220995661803
223,"eez","Sint-Eustasius","ANT","eez",249,"Sint Eustatius","ANT","ANT",94,"Netherlands Caribbean Territories",2.99908387051,0.189417039883,2228.37087722,0.0326497006253339
224,"eez","Aruba","AW","eez",250,"Aruba","AW","ANT",94,"Netherlands Caribbean Territories",8.58080572773,2.10451315559,25197.1650281,0.115872503598803
225,"eez","Martinique","MTQ","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",16.0771739763,3.97997278802,47366.251821,0.784131105623674
226,"eez","Guadeloupe","GLP","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",18.50700727,7.67462881373,90532.5621091,0.34206729802303
227,"eez","Puerto Rico of the United States","PRI","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",28.3751329702,14.9644675908,175208.197561,0.364213201902894
228,"eez","Virgin Islands of the United States","VIR","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",13.8646351485,3.04556989862,35835.173381,0.0625062996580527
229,"eez-ccamlr","CCAMLR 48.1","XAQ481","eez",213,"Antarctica","ATA","ATA",162,"Antarctica",173.237698931,121.540147057,669951.889548,0
230,"eez-ccamlr","CCAMLR 48.2","XAQ482","eez",213,"Antarctica","ATA","ATA",163,"Antarctica",54.5363964774,114.92446888,695730.698456,0
231,"eez-ccamlr","CCAMLR 48.3","XAQ483","eez",213,"Antarctica","ATA","ATA",164,"Antarctica",68.0855611354,37.3506372056,281919.707606,0.00584999984130263
232,"eez-ccamlr","CCAMLR 48.4","XAQ484","eez",213,"Antarctica","ATA","ATA",165,"Antarctica",60.7522866274,57.7670828903,404149.03406,0
233,"eez-ccamlr","CCAMLR 48.5","XAQ485","eez",213,"Antarctica","ATA","ATA",166,"Antarctica",319.208006209,719.065476297,2626411.97945,0
234,"eez-ccamlr","CCAMLR 48.6","XAQ486","eez",213,"Antarctica","ATA","ATA",167,"Antarctica",210.070701605,999.48277786,5981736.19463,0
235,"eez-ccamlr","CCAMLR 58.4.1","XAQ5841","eez",213,"Antarctica","ATA","ATA",173,"Antarctica",193.120176814,762.066732663,4594812.78287,0
236,"eez-ccamlr","CCAMLR 58.4.2","XAQ5842","eez",213,"Antarctica","ATA","ATA",174,"Antarctica",155.168434724,302.109923357,1560771.13441,0
237,"eez-ccamlr","CCAMLR 58.4.3.a","XAQ5843a","eez",213,"Antarctica","ATA","ATA",175,"Antarctica",37.8648230073,77.9801462624,498502.294011,0
238,"eez-ccamlr","CCAMLR 58.4.3.b","XAQ5843b","eez",213,"Antarctica","ATA","ATA",176,"Antarctica",43.2072205815,107.360471693,670903.587993,0
239,"eez-ccamlr","CCAMLR 58.4.4.a","XAQ5844a","eez",213,"Antarctica","ATA","ATA",177,"Antarctica",50.062584323,155.093800323,1074440.14181,0
240,"eez-ccamlr","CCAMLR 58.4.4.b","XAQ5844b","eez",213,"Antarctica","ATA","ATA",178,"Antarctica",57.9999999995,203.999998807,1414463.37639,0
241,"eez-ccamlr","CCAMLR 58.5.1","XAQ5851","eez",213,"Antarctica","ATA","ATA",179,"Antarctica",67.4763097904,62.0707692664,514945.423005,0
242,"eez-ccamlr","CCAMLR 58.5.2","XAQ5852","eez",213,"Antarctica","ATA","ATA",180,"Antarctica",47.9668055418,33.0784182882,242297.905796,0
243,"eez-ccamlr","CCAMLR 58.6","XAQ586","eez",213,"Antarctica","ATA","ATA",168,"Antarctica",56.6110998316,39.849924637,330593.840508,0
244,"eez-ccamlr","CCAMLR 58.7","XAQ587","eez",213,"Antarctica","ATA","ATA",169,"Antarctica",21.1878007405,16.5504913368,138114.76479,2.1199999464443e-05
245,"eez-ccamlr","CCAMLR 88.1","XAQ881","eez",213,"Antarctica","ATA","ATA",170,"Antarctica",267.346880452,744.878845311,2976192.81397,0
246,"eez-ccamlr","CCAMLR 88.2","XAQ882","eez",213,"Antarctica","ATA","ATA",171,"Antarctica",338.087276976,1160.51594813,4968313.24377,0
247,"eez-ccamlr","CCAMLR 88.3","XAQ883","eez",213,"Antarctica","ATA","ATA",172,"Antarctica",218.83733042,458.379537064,2247746.6572,0
248,"eez-disputed","Paracel Islands","XD-PF","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",19.0786413866,24.7732695929,292990.124378,11.8603359639458
249,"eez-disputed","Spratly Islands","XD-PG","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",25.2624453564,36.2922610841,438975.353134,35.492569157877
250,"eez-disputed","Southern Kuriles","XD-KU","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",35.3504652927,24.0202246222,214351.810927,4.62576950035989
251,"eez-disputed","Colombia - Jamaica","XD-CO-JM","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",5.84231208019,1.53933114786,18273.240312,0.10010929874883
252,"eez-disputed","Nigeria - Sao Tome and Principe","XD-NE-ST","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",8.99732292601,2.80780749298,34538.6517074,0.151015199902467
253,"eez-disputed","Japan - Korea","XD-JP-KP","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",12.3929028083,7.8605606641,83375.9256756,20.2258205953613
254,"eez-disputed","Sudan/Egypt","XD-EG-SD","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",11.1284410264,2.26956425095,25810.3434346,1.84520518456557
255,"eez-disputed","Conflict Zone","XD-CN-JP","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",10.2629216471,6.61605835245,73069.3228738,38.1949230863154
256,"eez-disputed","Japan - South Korea Conflict Zone","XD-JP-KR","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",11.2851849546,6.8363502648,66375.8802976,2.21407958678901
257,"eez-disputed","Australia - East Timor","XD-AU-TL","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",6.53776892876,2.87615125268,34834.5539379,0.757897707180819
258,"eez-disputed","Australia - Papua New Guinea","XD-AU-PG","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",4.09225057152,0.305820899776,3714.06556838,0.0321295992657542
259,"eez-disputed","Australia/Indonesia","XD-AU-ID","eez-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",19.6247125631,3.80243234975,46068.3580119,1.76886119280476
260,"eez-disputed","Kenya/Somalia","XD-KE-SO","eez-disputed",255,"DISPUTED","XD","XD",174,"nan",10.2589638924,4.17348351112,51329.7832623,0.0413230994377227
261,"eez-disputed","Western Sahara/Mauritania","XD-EH-MR","eez-disputed",255,"DISPUTED","XD","XD",174,"nan",9.29620361532,4.27592145806,49498.4389409,6.05853087286989
262,"eez-disputed","Trinidad and Tobago/Venezuela/Guyana","XD-TT-VE-G","eez-disputed",255,"DISPUTED","XD","XD",174,"nan",4.37275945977,0.356405302245,4314.03241029,0.00198129995726049
263,"eez-inland","Russia","RUS","eez-inland",73,"Russia","RUS","RUS",56,"Russia",17.7095325241,6.77331687422,60163.9653793,0
264,"eez-inland","Iran","IRN","eez-inland",191,"Iran","IRN","nan",142,"nan",13.4032815974,6.21935858845,60930.9603791,0
265,"eez-inland","Azerbaijan","AZE","eez-inland",255,"Azerbaijan","AZE","AZE",173,"Azerbaijan",16.3160080417,8.38233977816,78944.3073329,0
266,"eez-inland","Kazakhstan","KAZ","eez-inland",255,"Kazakhstan","KAZ","nan",173,"nan",28.0822815749,13.469884605,119066.344175,0
267,"eez-inland","Turkmenistan","TKM","eez-inland",255,"Turkmenistan","TKM","nan",173,"nan",24.4790673268,8.18124907579,77786.9690718,0
268,"fao","Arctic Sea","XARC","fao",260,"Arctic Sea","XARC","nan",-21474836,"nan",587.625796586,2142.47845571,2532621.52266,0.00105049997346214
269,"fao","Atlantic, Northwest","XANW","fao",261,"Atlantic, Northwest","XANW","nan",-21474836,"nan",116.050759595,293.272698357,2637103.64611,7.02799090568733
270,"fao","Atlantic, Northeast","XANE","fao",262,"Atlantic, Northeast","XANE","nan",-21474836,"nan",418.901998192,1182.79780001,5404715.16668,13.0785151017661
271,"fao","Atlantic, Western-Central","XAWC","fao",263,"Atlantic, Western-Central","XAWC","nan",-21474836,"nan",148.341575772,650.718410238,7334676.58298,3.64405008754227
272,"fao","Atlantic, Eastern Central","XAEC","fao",264,"Atlantic, Eastern Central","XAEC","nan",-21474836,"nan",208.328159291,775.528477581,9068853.77323,1.593420200869
273,"fao","Atlantic, Southwest","XASW","fao",266,"Atlantic, Southwest","XASW","nan",-21474836,"nan",273.006747531,1220.50881255,12331754.085,28.5359181265601
274,"fao","Atlantic, Southeast","XASE","fao",267,"Atlantic, Southeast","XASE","nan",-21474836,"nan",249.844204294,1450.62355303,14958533.3584,0.871223897700038
275,"fao","Indian Ocean, Western","XIWE","fao",269,"Indian Ocean, Western","XIWE","nan",-21474836,"nan",315.735915291,1554.63504417,17026924.5607,31.8656927960195
276,"fao","Indian Ocean, Eastern","XIEA","fao",270,"Indian Ocean, Eastern","XIEA","nan",-21474836,"nan",320.021839533,2229.63976433,22176645.5943,44.2592455052072
277,"fao","Pacific, Northwest","XPNW","fao",272,"Pacific, Northwest","XPNW","nan",-21474836,"nan",375.612442319,1028.87864108,10286580.648,201.760591306468
278,"fao","Pacific, Northeast","XPNE","fao",273,"Pacific, Northeast","XPNE","nan",-21474836,"nan",112.640598189,535.041922329,4585122.90383,3.42480550210341
279,"fao","Pacific, Western Central","XPWC","fao",274,"Pacific, Western Central","XPWC","nan",-21474836,"nan",383.437191518,528.819136134,6338878.40707,57.9581531398353
280,"fao","Pacific, Eastern Central","XPEC","fao",275,"Pacific, Eastern Central","XPEC","nan",-21474836,"nan",488.725643243,2632.21470656,30443297.6554,34.3542493751342
281,"fao","Pacific, Southwest","XPSW","fao",276,"Pacific, Southwest","XPSW","nan",-21474836,"nan",445.734088186,2303.09061116,20307408.6295,19.8541698303604
282,"fao","Pacific, Southeast","XPSE","fao",277,"Pacific, Southeast","XPSE","nan",-21474836,"nan",323.765809843,2419.38085846,24726413.3061,161.112824635435
283,"land","Australia","AUS","land",16,"Australia","AUS","AUS",12,"Australia",645.82162896,695.763017244,7689722.07544,4.63551129450323
284,"land","Cocos Islands","CCK","land",1,"Cocos Islands","CCK","CCK",1,"Australian Tropical Territories",0.914169792536,0.00148138998699,17.8375766872,0
285,"land","Christmas Island","CXR","land",2,"Christmas Island","CXR","CXR",1,"Australian Tropical Territories",0.695334623059,0.0116877696134,141.525958353,0
286,"land","Norfolk Island","NFK","land",3,"Norfolk Island","NFK","NFK",1,"Australian Tropical Territories",0.483501223836,0.00394859124641,42.626391708,0
287,"land","Macquarie Island","AUS","land",4,"Macquarie Island","AUS","Macquarie Island",2,"Australian Southern Ocean Territories",1.36948958165,0.0180387496237,129.726838322,0
288,"land","New Caledonia","NCL","land",5,"New Caledonia","NCL","NCL",3,"New Caledonia",34.7424748236,1.65787582602,19046.4256615,0.0170970999146812
289,"land","Vanuatu","VUT","land",6,"Vanuatu","VUT","VUT",4,"Vanuatu",29.5320471828,1.05711049902,12504.0719772,0.0230300998187158
290,"land","Solomon Islands","SLB","land",7,"Solomon Islands","SLB","SLB",5,"Solomon Islands",91.6572722729,2.38485829874,29005.6486716,0.085418500720989
291,"land","Palau","PLW","land",8,"Palau","PLW","PLW",6,"Palau",5.6663591255,0.0407775224576,497.858646132,0.00135010000318289
292,"land","Micronesia","FSM","land",9,"Micronesia","FSM","FSM",7,"Micronesia",11.9519329339,0.0664770352566,811.861023038,0.000764400005573407
293,"land","Nauru","NRU","land",10,"Nauru","NRU","NRU",8,"Nauru",0.169247935046,0.00183880066146,22.6330231789,1.53999996837229e-05
294,"land","Marshall Islands","MHL","land",11,"Marshall Islands","MHL","MHL",9,"Marshall Islands",19.4513254936,0.0230198671769,280.131902336,5.77000000339467e-05
296,"land","Northern Mariana Islands and Guam","MNP","land",13,"Northern Mariana Islands and Guam","MNP","MNP|GUM",111,"USA Pacific Inhabited Territories",5.41560196811,0.0886499954354,1056.26192119,0.000542099998565391
297,"land","Taiwan","TWN","land",14,"Taiwan","TWN","TWN",10,"Taiwan",19.369806207,3.19591135571,36082.554318,0.654339093156159
298,"land","Philippines","PHL","land",15,"Philippines","PHL","PHL",11,"Philippines",316.075765491,24.6774815713,296951.391303,59.5413503386825
299,"land","Papua New Guinea","PNG","land",17,"Papua New Guinea","PNG","PNG",13,"Papua New Guinea",194.608289375,37.9282505338,463725.099606,0.371846302751219
300,"land","Fiji","FJI","land",18,"Fiji","FJI","FJI",14,"Fiji",44.4730815424,1.62042211535,19050.098267,0.155318902500439
302,"land","South Korea","KOR","land",20,"South Korea","KOR","KOR",16,"South Korea",131.581894247,9.9807861404,99390.7604539,5.66615910023451
303,"land","North Korea","PRK","land",21,"North Korea","PRK","PRK",17,"North Korea",53.4249404108,12.9176254662,122204.999424,2.48657361416146
304,"land","Cambodia","KHM","land",24,"Cambodia","KHM","KHM",18,"Cambodia",28.4090346463,15.1568248446,182083.640379,1.14970608200878
305,"land","Thailand","THA","land",25,"Thailand","THA","THA",19,"Thailand",105.348571357,43.2934890603,514113.39737,9.33952673643828
306,"land","Andaman and Nicobar","IND","land",26,"Andaman and Nicobar","IND","Andaman and Nicobar",153,"India",32.430121432,0.64207764519,7751.39556197,1.77534159272909
307,"land","Comoro Islands","COM","land",28,"Comoro Islands","COM","COM",20,"Comoros",4.38416206258,0.140288300394,1690.69439232,0.0603302006423473
308,"land","Mayotte","MYT","land",29,"Mayotte","MYT","MYT",21,"French Indian Ocean Territories",2.36552146994,0.0328041069155,393.982759411,0.00391819993034005
310,"land","Seychelles","SYC","land",31,"Seychelles","SYC","SYC",22,"Seychelles",6.93442155535,0.0395947863667,483.704936285,0.00221990006277338
311,"land","Reunion","REU","land",32,"Reunion","REU","REU",21,"French Indian Ocean Territories",2.10650353329,0.219413352378,2523.71076584,0.0038555998634547
316,"land","Mauritius","MUS","land",37,"Mauritius","MUS","MUS",23,"Mauritius",5.02538908004,0.177201373401,2051.90556152,0.107860797424873
317,"land","British Indian Ocean Territory","IOT","land",38,"British Indian Ocean Territory","IOT","IOT",24,"British Indian Ocean Territory",2.67056551519,0.00560288953833,68.503937821,0
318,"land","Maldives","MDV","land",39,"Maldives","MDV","MDV",25,"Maldives",18.3746562355,0.0246612093127,302.660409326,0.00124069998390041
319,"land","Sri Lanka","LKA","land",40,"Sri Lanka","LKA","LKA",26,"Sri Lanka",26.2698841807,5.42556511884,66201.1582433,3.5415045671165
320,"land","Mozambique","MOZ","land",41,"Mozambique","MOZ","MOZ",27,"Mozambique",104.764364178,66.9872198441,786436.867648,0.186558200175641
321,"land","Madagascar","MDG","land",42,"Madagascar","MDG","MDG",28,"Madagascar",93.9058927179,50.9534234437,591622.986352,2.05821891309693
322,"land","Kenya","KEN","land",43,"Kenya","KEN","KEN",29,"Kenya",43.0528259353,47.3128619363,581938.236437,0.247031000964344
323,"land","Somalia","SOM","land",44,"Somalia","SOM","SOM",30,"Somalia",57.4521009548,52.0464995322,635984.468113,0.320733897453174
324,"land","Eritrea","ERI","land",45,"Eritrea","ERI","ERI",31,"Eritrea",46.8154175357,10.2485675673,121737.118972,0.176498800037662
325,"land","Djibouti","DJI","land",46,"Djibouti","DJI","DJI",32,"Djibouti",8.57722755578,1.77984788598,21460.5814975,0.0337531990010757
326,"land","Yemen","YEM","land",47,"Yemen","YEM","YEM",33,"Yemen",47.7919780437,38.2988443272,453692.22012,1.82054810571019
327,"land","Oman","OMN","land",48,"Oman","OMN","OMN",34,"Oman",41.5095473354,26.7431914897,308458.666859,2.58019068732858
328,"land","Sudan","SDN","land",49,"Sudan","SDN","SDN",35,"Sudan",83.1708181926,208.697234495,2487431.41129,0.185073694130406
329,"land","Saudi Arabia","SAU","land",50,"Saudi Arabia","SAU","SAU",36,"Saudi Arabia",125.505207557,171.409094774,1926121.63208,2.23104268155061
330,"land","Kuwait","KWT","land",51,"Kuwait","KWT","KWT",37,"Kuwait",11.6101628493,1.61285147469,17359.5413422,0.856910590827465
331,"land","Bahrain","BHR","land",52,"Bahrain","BHR","BHR",38,"Bahrain",3.6179548796,0.061682000085,684.018722517,0.0405042012035847
332,"land","Pakistan","PAK","land",53,"Pakistan","PAK","PAK",39,"Pakistan",85.77532151,82.0372131031,876247.941359,8.58151225507259
333,"land","United Arab Emirates","ARE","land",54,"United Arab Emirates","ARE","ARE",40,"United Arab Emirates",36.0925383347,6.29650699481,71000.6060534,2.50460417419672
334,"land","Azores","PRT","land",55,"Azores","PRT","Azores",134,"Portugal",8.5774851958,0.246908543948,2395.76111736,0.000606200005859137
335,"land","Cape Verde","CPV","land",56,"Cape Verde","CPV","CPV",41,"Cape Verde",10.5880582855,0.348253468495,4125.39896082,0.0275487000402063
336,"land","Madeira","PRT","land",57,"Madeira","PRT","Madeira",134,"Portugal",2.83786566078,0.0786540125032,817.496011316,0.000357399992644787
337,"land","Canary Islands","ESP","land",58,"Canary Islands","ESP","Canary Islands",133,"Spain",13.230207137,0.690847486985,7506.96853429,0.240234200656414
338,"land","Belgium","BEL","land",59,"Belgium","BEL","BEL",42,"Belgium",12.078421293,3.89367155535,30637.3318435,0.37378379419446
340,"land","Tunisia","TUN","land",61,"Tunisia","TUN","TUN",44,"Tunisia",32.4772912197,15.251207617,156009.749636,2.2871513196826
341,"land","Morocco","MAR","land",62,"Morocco","MAR","MAR",45,"Morocco",40.1230929433,38.4597497625,403237.754404,10.2844500423968
342,"land","Western Sahara","ESH","land",63,"Western Sahara","ESH","ESH",46,"Western Sahara",30.4825078029,24.0339991323,269329.699317,2.87194742676424
343,"land","Mauritania","MRT","land",64,"Mauritania","MRT","MRT",47,"Mauritania",56.7256446582,89.9161676784,1038602.73998,4.01282812178135
344,"land","Gambia","GMB","land",65,"Gambia","GMB","GMB",48,"Gambia",11.4681590817,0.901303876694,10797.6013089,2.23925157606602
345,"land","Senegal","SEN","land",66,"Senegal","SEN","SEN",49,"Senegal",33.8176581442,16.4502040698,196282.91366,7.64352871641517
346,"land","Libya","LBY","land",67,"Libya","LBY","LBY",50,"Libya",60.9105042027,147.32316096,1617328.23753,2.42394993364811
347,"land","Malta","MLT","land",68,"Malta","MLT","MLT",51,"Malta",2.08421042516,0.0323838811749,324.29030591,0.00339420008473098
348,"land","Latvia","LVA","land",69,"Latvia","LVA","LVA",52,"Latvia",20.4230160894,9.50865462835,64594.4316084,1.31678151130676
349,"land","Estonia","EST","land",70,"Estonia","EST","EST",53,"Estonia",46.5441222842,7.03145761742,45441.6009771,1.80558811783791
350,"land","Bulgaria","BGR","land",71,"Bulgaria","BGR","BGR",54,"Bulgaria",22.3091341201,12.2192193188,111103.106637,0.0552169006923214
351,"land","Romania","ROU","land",72,"Romania","ROU","ROU",55,"Romania",32.9359302881,27.5044396758,237431.282093,0.0177168997336412
352,"land","Russia","RUS","land",73,"Russia","RUS","RUS",56,"Russia",2357.06930079,2946.09131841,17010731.84,36.3788990471441
353,"land","Georgia","GEO","land",74,"Georgia","GEO","GEO",57,"Georgia",18.8058043874,7.61383396401,69871.2985304,0.198744101168122
354,"land","Ukraine","UKR","land",75,"Ukraine","UKR","UKR",58,"Ukraine",104.252663559,73.6234212509,598706.737718,0.221270501296385
355,"land","Turkey","TUR","land",76,"Turkey","TUR","TUR",59,"Turkey",110.597700224,81.3150284179,781112.699718,10.2308211540803
356,"land","Syria","SYR","land",77,"Syria","SYR","SYR",60,"Syria",23.2035721299,18.5764733481,188064.708623,0.101113099865615
357,"land","Lebanon","LBN","land",78,"Lebanon","LBN","LBN",61,"Lebanon",6.58717529665,0.991279601372,10167.2128994,0.197960395142436
358,"land","Israel","ISR","land",79,"Israel","ISR","ISR",62,"Israel",10.9941842894,1.99748145747,21069.3759215,0.723790800841525
359,"land","Greece","GRC","land",80,"Greece","GRC","GRC",63,"Greece",169.986314924,13.8464922645,133032.805862,1.62302869594474
360,"land","Cyprus","CYP","land",81,"Cyprus","CYP","CYP",64,"Cyprus",7.76290092526,0.920637638274,9318.01551524,0.0844932000525296
361,"land","Albania","ALB","land",82,"Albania","ALB","ALB",65,"Albania",13.1565230323,3.08407116299,28752.6909882,0.0991395006375387
362,"land","Algeria","DZA","land",84,"Algeria","DZA","DZA",66,"Algeria",74.6917072255,213.537328837,2317747.52242,6.36520380973816
363,"land","Ascension","ASC","land",85,"Ascension","ASC","Ascension",68,"British Southern Ocean Territories",0.492061111749,0.00827098984687,100.856509565,2.3999999393709e-06
364,"land","Saint Helena","SHN","land",86,"Saint Helena","SHN","SHN",68,"British Southern Ocean Territories",0.578550588099,0.0108648930362,128.70904555,4.99999987368938e-06
365,"land","Trindade","BRA","land",171,"Brazil","BRA","Trindade",122,"Brazil",0.224027984308,0.000993508371631,11.4731546475,3.12000000849366e-05
366,"land","Tristan da Cunha","TAA","land",88,"Tristan da Cunha","TAA","Tristan da Cunha",68,"British Southern Ocean Territories",1.28483824975,0.0209042388295,203.06559108,0.00204330001957715
367,"land","South Georgia and the South Sandwich Islands","SGS","land",89,"South Georgia and the South Sandwich Islands","SGS","SGS",68,"British Southern Ocean Territories",19.4423646148,0.554789022057,3980.48967261,0
368,"land","Prince Edward Islands","ZAF","land",90,"Prince Edward Islands","ZAF","Prince Edward Islands",75,"South Africa",1.3446292079,0.0402537794959,341.170044208,0
369,"land","Crozet Islands","ATF","land",91,"Crozet Islands","ATF","Crozet Islands",67,"French Southern Ocean Territories",2.21307073682,0.0426189802508,364.618312634,0
370,"land","Amsterdam Island and Saint Paul Island","ATF","land",92,"Amsterdam Island and Saint Paul Island","ATF","Amsterdam Island and Saint Paul Island",67,"French Southern Ocean Territories",0.498370200444,0.00747844813301,72.9300817564,0
